interaction,direction,correspondent_id,datetime,call_duration,antenna_id
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:21:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:32:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:44:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:44:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:45:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:46:03,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 02:34:32,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:29:22,20,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:32:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:32:26,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:32:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:33:09,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:33:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 19:33:29,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 20:37:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 20:40:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 20:41:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 20:41:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 20:43:06,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 20:45:44,20,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 23:55:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 23:56:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 23:59:12,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-11 23:59:33,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-12 20:45:15,,
text,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-12 20:52:31,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-12 20:56:54,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-12 23:00:55,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-12 23:05:22,4589,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-02-13 05:21:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-13 17:48:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-13 18:06:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-13 22:19:07,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-13 23:19:23,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-02-13 23:19:33,21,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 00:21:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 00:22:48,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 00:23:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 00:23:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 01:14:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 02:08:07,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 02:08:20,,
text,out,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-14 06:18:59,,
text,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-14 06:25:36,,
text,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-14 06:25:39,,
text,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-14 06:25:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 18:06:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 22:24:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 22:25:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-14 22:25:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 00:29:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 00:29:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 01:00:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 01:03:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 02:01:12,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-02-15 03:12:12,52,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 17:57:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-15 18:13:08,,
call,in,e57ce3c8b66b7153d8ca9c4ef2585de171ca6391,2017-02-15 21:39:55,59,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-16 01:20:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-16 01:34:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-16 01:51:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-16 02:35:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-16 02:35:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-16 02:41:23,,
call,in,74af25f14eaa287b1ef8f7b4473865f60ed45195,2017-02-17 17:21:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-17 18:07:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-18 02:25:15,,
call,in,6ace6e3d1f6601f8ff87de4d0e3f53f4abb2bcf3,2017-02-18 18:04:54,2106,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-19 20:11:32,,
text,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-19 20:12:20,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-19 20:12:42,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-19 20:35:51,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-19 20:36:19,4,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-19 20:37:40,1870,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-21 18:39:00,122,
call,in,92283b055f35aa27198676205a1ae3db028a59e7,2017-02-21 19:17:41,23,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-21 19:25:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-21 19:46:39,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-02-21 20:58:05,16,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-02-21 22:08:23,,
call,in,1e15b510ba71b61cc2c27c0538238c0a8660e567,2017-02-21 23:59:43,,
call,in,6f969adf6ea3b30f18c8c1a1b420feb37339db59,2017-02-22 00:06:40,34,
text,out,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-22 01:42:22,,
text,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-22 01:43:03,,
text,out,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-22 01:44:09,,
text,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-22 01:44:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 01:46:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 15:57:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 19:15:52,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 19:16:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 19:17:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 19:32:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 22:05:35,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 22:12:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 22:12:45,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 22:30:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-22 22:50:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 01:23:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 01:47:29,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 01:47:38,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 01:48:06,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 02:10:35,193,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 05:09:34,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-02-23 14:54:31,54,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 16:09:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 22:46:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-23 22:46:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 02:47:17,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 02:57:21,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 03:01:43,1,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 03:02:35,32,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 04:00:04,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-24 06:01:43,264,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-24 06:06:27,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-24 06:06:52,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-24 06:07:44,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-24 06:08:11,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 06:08:44,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-24 06:11:08,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-24 06:23:12,,
call,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-02-24 17:02:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 18:06:39,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 19:26:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 19:27:26,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 19:28:03,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 19:30:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 22:09:27,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 22:26:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 22:56:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 22:57:43,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 23:41:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-24 23:44:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 00:41:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 19:28:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 19:28:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 19:29:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 19:29:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 20:59:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-25 20:59:47,,
call,out,6f969adf6ea3b30f18c8c1a1b420feb37339db59,2017-02-26 01:34:42,2230,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-26 04:33:00,995,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-02-26 04:35:46,,
text,out,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-02-26 04:37:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-26 06:48:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-26 06:59:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-26 06:59:29,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-26 07:13:55,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-26 07:45:35,,
text,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-02-26 22:37:16,,
text,out,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-02-26 22:55:57,,
text,in,a1be700a2a3af8c412fef14d390a0edc4502005c,2017-02-27 10:23:48,,
text,in,a1be700a2a3af8c412fef14d390a0edc4502005c,2017-02-27 14:40:50,,
call,in,194f3c056b496444a460457a79e7f93d0c006601,2017-02-27 22:29:59,,
call,in,e3fc2fc7e3649cb874a84ccacda1935da3a9c7a3,2017-02-28 15:38:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 09:04:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 09:05:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:00:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:06:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:06:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:07:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:09:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:09:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:10:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:10:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:27:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:28:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:28:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 14:30:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 15:47:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 15:52:54,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 16:36:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 16:59:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 18:04:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 18:04:39,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 18:05:27,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 18:50:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 19:01:27,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-1 19:32:40,,
text,in,74e35c768daf421d3c10b45b3016e2c17869c7f8,2017-03-1 22:35:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 08:00:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 08:01:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 08:48:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 11:01:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 13:00:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 13:01:09,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 13:04:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 13:05:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 17:48:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 17:51:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 17:51:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-2 17:52:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 08:09:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 08:11:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 08:39:03,,
text,out,74e35c768daf421d3c10b45b3016e2c17869c7f8,2017-03-3 08:39:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 16:40:37,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 16:40:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 16:40:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 16:48:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:27:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:32:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:33:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:35:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:38:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:40:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:42:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:53:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:53:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 17:59:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:02:12,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:04:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:08:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:10:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:11:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:17:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:18:21,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:18:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:18:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:19:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:19:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:19:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:19:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:21:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 18:21:24,,
text,in,74e35c768daf421d3c10b45b3016e2c17869c7f8,2017-03-3 21:06:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 21:14:58,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 21:15:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 21:15:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-3 21:18:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 15:58:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 15:58:43,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:04:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:05:26,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:08:00,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:13:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:14:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:15:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:34:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:35:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:36:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:54:43,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:56:58,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 16:57:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 21:12:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-5 21:18:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 07:33:52,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 07:40:47,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 07:50:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 07:51:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 08:32:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 08:33:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:04:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:07:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:08:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:14:11,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:14:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:14:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:15:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:16:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:19:45,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:22:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:41:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:42:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:42:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:47:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:47:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:48:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:48:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:49:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:50:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:50:39,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:51:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-6 18:52:24,,
call,in,62a08a33cb07903936d8b5eeb573fbeda8b8d97e,2017-03-6 21:36:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 08:23:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 08:43:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:07:45,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:09:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:10:00,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:11:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:12:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:13:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:13:47,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:14:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:16:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 12:31:13,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 13:12:43,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 13:13:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 14:10:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 15:23:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 17:40:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 17:52:26,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 17:54:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 17:55:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 18:04:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-03-7 18:15:30,,
